id,category,sourceSheet,research,currency,levelCount,highestLevel,levelCosts,totalCost,sourceOrder,sourceRow,dataFlags,researchType
r159,Archeology,Archeology,Tar Capacity V,Valor Points,10,10,"[1700000000,3500000000,5200000000,8600000000,16000000000,31000000000,52000000000,78000000000,120000000000,170000000000]",486000000000,159,59,[],Unlock
r160,Archeology,Archeology,Common Crypt Exploration Efficiency II,Valor Points,10,10,"[1700000000,3500000000,5200000000,8600000000,16000000000,31000000000,52000000000,78000000000,120000000000,170000000000]",486000000000,160,61,[],Unlock
r161,Archeology,Archeology,Common Crypt Exploration Cost II,Valor Points,10,10,"[1700000000,3500000000,5200000000,8600000000,16000000000,31000000000,52000000000,78000000000,120000000000,170000000000]",486000000000,161,63,[],Unlock
r162,Archeology,Archeology,Rare Crypt Exploration Efficiency II,Valor Points,10,10,"[1700000000,3500000000,5200000000,8600000000,16000000000,31000000000,52000000000,78000000000,120000000000,170000000000]",486000000000,162,65,[],Unlock
r163,Archeology,Archeology,Rare Crypt Exploration Cost II,Valor Points,10,10,"[1700000000,3500000000,5200000000,8600000000,16000000000,31000000000,52000000000,78000000000,120000000000,170000000000]",486000000000,163,67,[],Unlock
r164,Archeology,Archeology,Epic Crypt Exploration Efficiency II,Valor Points,10,10,"[1700000000,3500000000,5200000000,8600000000,16000000000,31000000000,52000000000,78000000000,120000000000,170000000000]",486000000000,164,69,[],Unlock
r165,Archeology,Archeology,Epic Crypt Exploration Cost II,Valor Points,10,10,"[1700000000,3500000000,5200000000,8600000000,16000000000,31000000000,52000000000,78000000000,120000000000,170000000000]",486000000000,165,71,[],Unlock
r166,Archeology,Archeology,Crypts VII,Valor Points,1,1,"[90000000000,null,null,null,null,null,null,null,null,null]",90000000000,166,73,[],Unlock
r167,Blacksmithing,Blacksmithing,Equipment Crafting Cost I,Valor Points,10,10,"[300,700,1800,4500,8900,22000,45000,90000,220000,450000]",843200,167,3,[],Unlock
r168,Blacksmithing,Blacksmithing,Equipment Crafting Speed I,Valor Points,10,10,"[300,700,1800,4500,8900,22000,45000,90000,220000,450000]",843200,168,5,[],Unlock
r169,Blacksmithing,Blacksmithing,Combining Gems I,Valor Points,1,1,"[450000,null,null,null,null,null,null,null,null,null]",450000,169,7,[],Unlock
r170,Blacksmithing,Blacksmithing,Combining Enchantments I,Valor Points,1,1,"[450000,null,null,null,null,null,null,null,null,null]",450000,170,9,[],Unlock
r171,Blacksmithing,Blacksmithing,Gem Crafting I,Valor Points,1,1,"[450000,null,null,null,null,null,null,null,null,null]",450000,171,11,[],Unlock
r172,Blacksmithing,Blacksmithing,Gem and Enchantment Socketing I,Valor Points,1,1,"[450000,null,null,null,null,null,null,null,null,null]",450000,172,13,[],Unlock
r173,Blacksmithing,Blacksmithing,Material Quality Choice I,Valor Points,1,1,"[450000,null,null,null,null,null,null,null,null,null]",450000,173,15,[],Unlock
r174,Blacksmithing,Blacksmithing,Increased Equipment Durability I,Valor Points,1,1,"[450000,null,null,null,null,null,null,null,null,null]",450000,174,17,[],Unlock
r175,Blacksmithing,Blacksmithing,Enchantment Saving Chance I,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,175,19,[],Unlock
r176,Blacksmithing,Blacksmithing,Gem Saving Chance I,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,176,21,[],Unlock
r177,Blacksmithing,Blacksmithing,Equipment Repair Cost I,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,177,23,[],Unlock
r178,Blacksmithing,Blacksmithing,Equipment Crafting Speed II,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,178,25,[],Unlock
r179,Blacksmithing,Blacksmithing,Material Saving Chance I,Valor Points,10,10,"[45000,90000,140000,230000,410000,820000,1400000,2000000,3200000,4500000]",12835000,179,27,[],Unlock
r180,Blacksmithing,Blacksmithing,Combining Gems II,Valor Points,1,1,"[8500000,null,null,null,null,null,null,null,null,null]",8500000,180,29,[],Unlock
r181,Blacksmithing,Blacksmithing,Combining Enchantments II,Valor Points,1,1,"[8500000,null,null,null,null,null,null,null,null,null]",8500000,181,31,[],Unlock
r182,Blacksmithing,Blacksmithing,Gem Crafting II,Valor Points,1,1,"[8500000,null,null,null,null,null,null,null,null,null]",8500000,182,33,[],Unlock
r183,Blacksmithing,Blacksmithing,Gem and Enchantment Socketing II,Valor Points,1,1,"[8500000,null,null,null,null,null,null,null,null,null]",8500000,183,35,[],Unlock
r184,Blacksmithing,Blacksmithing,Material Quality Choice II,Valor Points,1,1,"[8500000,null,null,null,null,null,null,null,null,null]",8500000,184,37,[],Unlock
r185,Blacksmithing,Blacksmithing,Increased Equipment Durability II,Valor Points,1,1,"[8500000,null,null,null,null,null,null,null,null,null]",8500000,185,39,[],Unlock
r186,Blacksmithing,Blacksmithing,Enchantment Saving Chance II,Valor Points,10,10,"[700000,1400000,2100000,3500000,6400000,13000000,21000000,32000000,50000000,70000000]",200100000,186,41,[],Unlock
r187,Blacksmithing,Blacksmithing,Gem Saving Chance II,Valor Points,10,10,"[700000,1400000,2100000,3500000,6400000,13000000,21000000,32000000,50000000,70000000]",200100000,187,43,[],Unlock
r188,Blacksmithing,Blacksmithing,Equipment Crafting Cost II,Valor Points,10,10,"[700000,1400000,2100000,3500000,6400000,13000000,21000000,32000000,50000000,70000000]",200100000,188,45,[],Unlock
r189,Blacksmithing,Blacksmithing,Equipment Crafting Speed III,Valor Points,10,10,"[700000,1400000,2100000,3500000,6400000,13000000,21000000,32000000,50000000,70000000]",200100000,189,47,[],Unlock
r190,Blacksmithing,Blacksmithing,Equipment Repair Cost II,Valor Points,10,10,"[700000,1400000,2100000,3500000,6400000,13000000,21000000,32000000,50000000,70000000]",200100000,190,49,[],Unlock
r191,Blacksmithing,Blacksmithing,Material Saving Chance II,Valor Points,10,10,"[700000,1400000,2100000,3500000,6400000,13000000,21000000,32000000,50000000,70000000]",200100000,191,51,[],Unlock
r192,Blacksmithing,Blacksmithing,Combining Gems III,Valor Points,1,1,"[80000000,null,null,null,null,null,null,null,null,null]",80000000,192,53,[],Unlock
r193,Blacksmithing,Blacksmithing,Combining Enchantments III,Valor Points,1,1,"[80000000,null,null,null,null,null,null,null,null,null]",80000000,193,55,[],Unlock
r194,Blacksmithing,Blacksmithing,Gem Crafting III,Valor Points,1,1,"[80000000,null,null,null,null,null,null,null,null,null]",80000000,194,57,[],Unlock
r195,Blacksmithing,Blacksmithing,Gem and Enchantment Socketing III,Valor Points,1,1,"[80000000,null,null,null,null,null,null,null,null,null]",80000000,195,59,[],Unlock
r196,Blacksmithing,Blacksmithing,Equipment Durability Increase III,Valor Points,1,1,"[80000000,null,null,null,null,null,null,null,null,null]",80000000,196,61,[],Unlock
r197,Blacksmithing,Blacksmithing,Material Quality Choice III,Valor Points,1,1,"[80000000,null,null,null,null,null,null,null,null,null]",80000000,197,63,[],Unlock
r198,Blacksmithing,Blacksmithing,Equipment Repair Cost III,Valor Points,10,10,"[9600000,14000000,29000000,48000000,87000000,170000000,290000000,430000000,670000000,960000000]",2707600000,198,65,[],Unlock
r199,Blacksmithing,Blacksmithing,Gem Saving Chance III,Valor Points,10,10,"[9600000,14000000,29000000,48000000,87000000,170000000,290000000,430000000,670000000,960000000]",2707600000,199,67,[],Unlock
r200,Blacksmithing,Blacksmithing,Enchantment Saving Chance III,Valor Points,10,10,"[9600000,14000000,29000000,48000000,87000000,170000000,290000000,430000000,670000000,960000000]",2707600000,200,69,[],Unlock
r201,Blacksmithing,Blacksmithing,Equipment Crafting Cost III,Valor Points,10,10,"[9600000,14000000,29000000,48000000,87000000,170000000,290000000,430000000,670000000,960000000]",2707600000,201,71,[],Unlock
r202,Blacksmithing,Blacksmithing,Material Saving Chance III,Valor Points,10,10,"[9600000,14000000,29000000,48000000,87000000,170000000,290000000,430000000,670000000,960000000]",2707600000,202,73,[],Unlock
r203,Blacksmithing,Blacksmithing,Equipment Repair Cost IV,Valor Points,10,10,"[120000000,230000000,350000000,580000000,1000000000,2100000000,3500000000,5200000000,8100000000,12000000000]",33180000000,203,75,[],Unlock
r204,Blacksmithing,Blacksmithing,Combining Gems IV,Valor Points,1,1,"[900000000,null,null,null,null,null,null,null,null,null]",900000000,204,77,[],Unlock
r205,Blacksmithing,Blacksmithing,Combining Enchantments IV,Valor Points,1,1,"[900000000,null,null,null,null,null,null,null,null,null]",900000000,205,79,[],Unlock
r206,Blacksmithing,Blacksmithing,Gem Crafting IV,Valor Points,1,1,"[900000000,null,null,null,null,null,null,null,null,null]",900000000,206,81,[],Unlock
r207,Blacksmithing,Blacksmithing,Gem and Enchantment Socketing IV,Valor Points,1,1,"[900000000,null,null,null,null,null,null,null,null,null]",900000000,207,83,[],Unlock
r208,Blacksmithing,Blacksmithing,Equipment Durability Increase IV,Valor Points,1,1,"[900000000,null,null,null,null,null,null,null,null,null]",900000000,208,85,[],Unlock
r209,Blacksmithing,Blacksmithing,Material Quality Choice IV,Valor Points,1,1,"[900000000,null,null,null,null,null,null,null,null,null]",900000000,209,87,[],Unlock
r210,Blacksmithing,Blacksmithing,Material Saving Chance IV,Valor Points,10,10,"[120000000,230000000,350000000,580000000,1000000000,2100000000,3500000000,5200000000,8100000000,12000000000]",33180000000,210,89,[],Unlock
r211,Blacksmithing,Blacksmithing,Enchantment Saving Chance IV,Valor Points,10,10,"[120000000,230000000,350000000,580000000,1000000000,2100000000,3500000000,5200000000,8100000000,12000000000]",33180000000,211,91,[],Unlock
r212,Blacksmithing,Blacksmithing,Gem Saving Chance IV,Valor Points,10,10,"[120000000,230000000,350000000,580000000,1000000000,2100000000,3500000000,5200000000,8100000000,12000000000]",33180000000,212,93,[],Unlock
r213,Guardsmen II,Guardsmen II,Guardsmen's Training Cost VI,Valor Points,10,10,"[16900000000,28000000000,47000000000,78000000000,130000000000,219000000000,317000000000,619000000000,999000000000,1700000000000]",4153900000000,213,3,[],Unlock
r214,Guardsmen II,Guardsmen II,Guardsmen's Carrying Capacity VI,Valor Points,10,10,"[16900000000,28000000000,47000000000,78000000000,130000000000,219000000000,317000000000,619000000000,999000000000,1700000000000]",4153900000000,214,5,[],Unlock
r215,Guardsmen II,Guardsmen II,Guardsmen's March Speed VI,Valor Points,10,10,"[16900000000,28000000000,47000000000,78000000000,130000000000,219000000000,317000000000,619000000000,999000000000,1700000000000]",4153900000000,215,7,[],Unlock
r216,Guardsmen II,Guardsmen II,Purifier I,Valor Points,1,1,"[900000000000,null,null,null,null,null,null,null,null,null]",900000000000,216,9,[],Unlock
r217,Guardsmen II,Guardsmen II,Punisher I,Valor Points,1,1,"[900000000000,null,null,null,null,null,null,null,null,null]",900000000000,217,10,[],Unlock
r218,Guardsmen II,Guardsmen II,Smiter I,Valor Points,1,1,"[900000000000,null,null,null,null,null,null,null,null,null]",900000000000,218,11,[],Unlock
r219,Guardsmen II,Guardsmen II,Corax I,Valor Points,1,1,"[900000000000,null,null,null,null,null,null,null,null,null]",900000000000,219,12,[],Unlock
r220,Guardsmen II,Guardsmen II,Guardsmen's Training Cost VII,Valor Points,10,10,"[170000000000,280000000000,470000000000,799000000000,1300000000000,2200000000000,3170000000000,6190000000000,9990000000000,17000000000000]",41569000000000,220,14,[],Unlock
r221,Guardsmen II,Guardsmen II,Guardsmen's Carrying Capacity VII,Valor Points,10,10,"[170000000000,280000000000,470000000000,799000000000,1300000000000,2200000000000,3170000000000,6190000000000,9990000000000,17000000000000]",41569000000000,221,16,[],Unlock
r222,Guardsmen II,Guardsmen II,Guardsmen's March Speed VII,Valor Points,10,10,"[170000000000,280000000000,470000000000,799000000000,1300000000000,2200000000000,3170000000000,6190000000000,9990000000000,17000000000000]",41569000000000,222,18,[],Unlock
r223,Guardsmen II,Guardsmen II,Purifier II,Valor Points,1,1,"[9000000000000,null,null,null,null,null,null,null,null,null]",9000000000000,223,20,[],Unlock
r224,Guardsmen II,Guardsmen II,Punisher II,Valor Points,1,1,"[9000000000000,null,null,null,null,null,null,null,null,null]",9000000000000,224,21,[],Unlock
r225,Guardsmen II,Guardsmen II,Smiter II,Valor Points,1,1,"[9000000000000,null,null,null,null,null,null,null,null,null]",9000000000000,225,22,[],Unlock
r226,Guardsmen II,Guardsmen II,Corax II,Valor Points,1,1,"[9000000000000,null,null,null,null,null,null,null,null,null]",9000000000000,226,23,[],Unlock
r227,Specialists II,Specialists II,Specialists' Training Cost VI,Conquest Points,10,10,"[5900000000,9900000000,16900000000,27900000000,45900000000,77900000000,129000000000,219000000000,370000000000,599000000000]",1501400000000,227,3,[],Unlock
r228,Specialists II,Specialists II,Specialists' Carrying Capacity VI,Conquest Points,10,10,"[5900000000,9900000000,16900000000,27900000000,45900000000,77900000000,129000000000,219000000000,370000000000,599000000000]",1501400000000,228,5,[],Unlock
r229,Specialists II,Specialists II,Specialists' March Speed VI,Conquest Points,10,10,"[5900000000,9900000000,16900000000,27900000000,45900000000,77900000000,129000000000,219000000000,370000000000,599000000000]",1501400000000,229,7,[],Unlock
r230,Specialists II,Specialists II,Panoptic I,Conquest Points,1,1,"[300000000000,null,null,null,null,null,null,null,null,null]",300000000000,230,9,[],Unlock
r231,Specialists II,Specialists II,Royal Lion I,Conquest Points,1,1,"[300000000000,null,null,null,null,null,null,null,null,null]",300000000000,231,10,[],Unlock
r232,Specialists II,Specialists II,Duelist I,Conquest Points,1,1,"[300000000000,null,null,null,null,null,null,null,null,null]",300000000000,232,11,[],Unlock
r233,Specialists II,Specialists II,Legitimist I,Conquest Points,1,1,"[300000000000,null,null,null,null,null,null,null,null,null]",300000000000,233,12,[],Unlock
r234,Specialists II,Specialists II,Whitemane I,Conquest Points,1,1,"[300000000000,null,null,null,null,null,null,null,null,null]",300000000000,234,13,[],Unlock
r235,Specialists II,Specialists II,Specialists' Training Cost VII,Conquest Points,10,10,"[59000000000,99000000000,169000000000,279000000000,459000000000,779000000000,1290000000000,2190000000000,3700000000000,5990000000000]",15014000000000,235,15,[],Unlock
r236,Specialists II,Specialists II,Specialists' Carrying Capacity VII,Conquest Points,10,10,"[59000000000,99000000000,169000000000,279000000000,459000000000,779000000000,1290000000000,2190000000000,3700000000000,5990000000000]",15014000000000,236,17,[],Unlock
r237,Specialists II,Specialists II,Specialists' March Speed VII,Conquest Points,10,10,"[59000000000,99000000000,169000000000,279000000000,459000000000,779000000000,1290000000000,2190000000000,3700000000000,5990000000000]",15014000000000,237,19,[],Unlock
r238,Specialists II,Specialists II,Panoptic II,Conquest Points,1,1,"[3000000000000,null,null,null,null,null,null,null,null,null]",3000000000000,238,21,[],Unlock
r239,Specialists II,Specialists II,Royal Lion II,Conquest Points,1,1,"[3000000000000,null,null,null,null,null,null,null,null,null]",3000000000000,239,22,[],Unlock
r240,Specialists II,Specialists II,Duelist II,Conquest Points,1,1,"[3000000000000,null,null,null,null,null,null,null,null,null]",3000000000000,240,23,[],Unlock
r241,Specialists II,Specialists II,Legitimist II,Conquest Points,1,1,"[3000000000000,null,null,null,null,null,null,null,null,null]",3000000000000,241,24,[],Unlock
r242,Specialists II,Specialists II,Whitemane II,Conquest Points,1,1,"[3000000000000,null,null,null,null,null,null,null,null,null]",3000000000000,242,25,[],Unlock
r243,Monsters II,Monsters II,Monsters' Cost V,Valor Points,10,10,"[16900000000,28000000000,47000000000,78000000000,130000000000,219000000000,317000000000,619000000000,990000000000,1700000000000]",4144900000000,243,3,[],Unlock
r244,Monsters II,Monsters II,Monsters' Carrying Capacity IV,Valor Points,10,10,"[16900000000,28000000000,47000000000,78000000000,130000000000,219000000000,317000000000,619000000000,990000000000,1700000000000]",4144900000000,244,5,[],Unlock
r245,Monsters II,Monsters II,Monsters' March Speed V,Valor Points,10,10,"[16900000000,28000000000,47000000000,78000000000,130000000000,219000000000,317000000000,619000000000,990000000000,1700000000000]",4144900000000,245,7,[],Unlock
r246,Monsters II,Monsters II,Monsters I,Valor Points,1,1,"[900000000000,null,null,null,null,null,null,null,null,null]",900000000000,246,9,[],Unlock
r247,Monsters II,Monsters II,Monsters Cost VI,Valor Points,10,10,"[170000000000,280000000000,470000000000,780000000000,1300000000000,2200000000000,3170000000000,6190000000000,9900000000000,17000000000000]",41460000000000,247,11,[],Unlock
r248,Monsters II,Monsters II,Monsters' Carrying Capacity V,Valor Points,10,10,"[170000000000,280000000000,470000000000,780000000000,1300000000000,2200000000000,3170000000000,6190000000000,9900000000000,17000000000000]",41460000000000,248,13,[],Unlock
r249,Monsters II,Monsters II,Monsters' March Speed VI,Valor Points,10,10,"[170000000000,280000000000,470000000000,780000000000,1300000000000,2200000000000,3170000000000,6190000000000,9900000000000,17000000000000]",41460000000000,249,15,[],Unlock
r250,Monsters II,Monsters II,Monsters II,Valor Points,1,1,"[9000000000000,null,null,null,null,null,null,null,null,null]",9000000000000,250,17,[],Unlock
r251,Engineer Corps II,Engineer Corps II,Siege Engines' Training Cost VI,Valor Points,10,10,"[16900000000,28000000000,47000000000,78000000000,130000000000,219000000000,317000000000,619000000000,990000000000,1700000000000]",4144900000000,251,3,[],Unlock
r252,Engineer Corps II,Engineer Corps II,Siege Engines' March Speed VI,Valor Points,10,10,"[16900000000,28000000000,47000000000,78000000000,130000000000,219000000000,317000000000,619000000000,990000000000,1700000000000]",4144900000000,252,5,[],Unlock
r253,Engineer Corps II,Engineer Corps II,Siege Engines' Carrying Capacity VI,Valor Points,10,10,"[16900000000,28000000000,47000000000,78000000000,130000000000,219000000000,317000000000,619000000000,990000000000,1700000000000]",4144900000000,253,7,[],Unlock
r254,Engineer Corps II,Engineer Corps II,Fortress Walls I,Valor Points,1,1,"[900000000000,null,null,null,null,null,null,null,null,null]",900000000000,254,9,[],Unlock
r255,Engineer Corps II,Engineer Corps II,Josephine I,Valor Points,1,1,"[900000000000,null,null,null,null,null,null,null,null,null]",900000000000,255,10,[],Unlock
r256,Engineer Corps II,Engineer Corps II,Siege Engines' Training Cost VII,Valor Points,10,10,"[170000000000,280000000000,470000000000,780000000000,1300000000000,2200000000000,3170000000000,6190000000000,9900000000000,17000000000000]",41460000000000,256,12,[],Unlock
r257,Engineer Corps II,Engineer Corps II,Siege Engines' March Speed VII,Valor Points,10,10,"[170000000000,280000000000,470000000000,780000000000,1300000000000,2200000000000,3170000000000,6190000000000,9900000000000,17000000000000]",41460000000000,257,14,[],Unlock
r258,Engineer Corps II,Engineer Corps II,Siege Engines' Carrying Capacity VII,Valor Points,10,10,"[170000000000,280000000000,470000000000,780000000000,1300000000000,2200000000000,3170000000000,6190000000000,9900000000000,17000000000000]",41460000000000,258,16,[],Unlock
r259,Engineer Corps II,Engineer Corps II,Fortress Walls II,Valor Points,1,1,"[9000000000000,null,null,null,null,null,null,null,null,null]",9000000000000,259,18,[],Unlock
r260,Engineer Corps II,Engineer Corps II,Josephine II,Valor Points,1,1,"[9000000000000,null,null,null,null,null,null,null,null,null]",9000000000000,260,19,[],Unlock
r261,Army Modernization,Army Modernization,Army Strength I,Conquest Points,10,10,"[200,300,800,1900,3900,9700,19000,39000,100000,190000]",364800,261,3,[],Boost
r262,Army Modernization,Army Modernization,Army Health I,Conquest Points,10,10,"[200,300,800,1900,3900,9700,19000,39000,100000,190000]",364800,262,5,[],Boost
r263,Army Modernization,Army Modernization,Strength of Fortifications I,Conquest Points,10,10,"[150,300,800,1900,3900,9700,19000,39000,100000,190000]",364750,263,7,[],Boost
r264,Army Modernization,Army Modernization,Mounted Units' Strength I,Conquest Points,10,10,"[150,300,800,1900,3900,9700,19000,39000,100000,190000]",364750,264,9,[],Boost
r265,Army Modernization,Army Modernization,Melee Units' Strength I,Conquest Points,10,10,"[150,300,800,1900,3900,9700,19000,39000,100000,190000]",364750,265,11,[],Boost
r266,Army Modernization,Army Modernization,Ranged Units' Strength I,Conquest Points,10,10,"[150,300,800,1900,3900,9700,19000,39000,100000,190000]",364750,266,13,[],Boost
r267,Army Modernization,Army Modernization,Siege Engines' Strength I,Conquest Points,10,10,"[20000,40000,60000,100000,180000,360000,600000,900000,1400000,2000000]",5660000,267,15,"[""source-total-mismatch""]",Boost
r268,Army Modernization,Army Modernization,Health of Fortifications I,Conquest Points,10,10,"[20000,40000,60000,100000,180000,360000,600000,900000,1400000,2000000]",5660000,268,17,"[""source-total-mismatch""]",Boost
r269,Army Modernization,Army Modernization,Flying Units' Strength I,Conquest Points,10,10,"[20000,40000,60000,100000,180000,360000,600000,900000,1400000,2000000]",5660000,269,19,"[""source-total-mismatch""]",Boost
r270,Army Modernization,Army Modernization,Flying Units' Health I,Conquest Points,10,10,"[20000,40000,60000,100000,180000,360000,600000,900000,1400000,2000000]",5660000,270,21,"[""source-total-mismatch""]",Boost
r271,Army Modernization,Army Modernization,Scouts' Strength I,Conquest Points,10,10,"[20000,40000,60000,100000,180000,360000,600000,900000,1400000,2000000]",5660000,271,23,"[""source-total-mismatch""]",Boost
r272,Army Modernization,Army Modernization,Ranged Units' Health I,Conquest Points,10,10,"[20000,40000,60000,100000,180000,360000,600000,900000,1400000,2000000]",5660000,272,25,"[""source-total-mismatch""]",Boost
r273,Army Modernization,Army Modernization,Mounted Units' Health I,Conquest Points,10,10,"[20000,40000,60000,100000,180000,360000,600000,900000,1400000,2000000]",5660000,273,27,"[""source-total-mismatch""]",Boost
r274,Army Modernization,Army Modernization,Melee Units' Health I,Conquest Points,10,10,"[20000,40000,60000,100000,180000,360000,600000,900000,1400000,2000000]",5660000,274,29,"[""source-total-mismatch""]",Boost
r275,Army Modernization,Army Modernization,Siege Engines' Health I,Conquest Points,10,10,"[20000,40000,60000,100000,180000,360000,600000,900000,1400000,2000000]",5660000,275,31,"[""source-total-mismatch""]",Boost
r276,Army Modernization,Army Modernization,Flying Units' Strength II,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,276,33,[],Boost
r277,Army Modernization,Army Modernization,Scouts' Health I,Conquest Points,10,10,"[20000,40000,60000,100000,180000,360000,600000,900000,1400000,2000000]",5660000,277,35,"[""source-total-mismatch""]",Boost
r278,Army Modernization,Army Modernization,Flying Units' Health II,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,278,37,[],Boost
r279,Army Modernization,Army Modernization,Ranged Units' Strength II,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,279,39,[],Boost
r280,Army Modernization,Army Modernization,Mounted Units' Strength II,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,280,40,[],Boost
r281,Army Modernization,Army Modernization,Melee Units' Strength II,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,281,41,[],Boost
r282,Army Modernization,Army Modernization,Ranged Units' Health II,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,282,43,[],Boost
r283,Army Modernization,Army Modernization,Mounted Units' Health II,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,283,44,[],Boost
r284,Army Modernization,Army Modernization,Melee Units' Health II,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,284,45,[],Boost
r285,Army Modernization,Army Modernization,Siege Engines' Strength II,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,285,47,[],Boost
r286,Army Modernization,Army Modernization,Siege Engines' Health II,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,286,48,[],Boost
r287,Army Modernization,Army Modernization,Captain Proscope,Conquest Points,1,1,"[22000000,null,null,null,null,null,null,null,null,null]",22000000,287,50,[],Boost
r288,Army Modernization,Army Modernization,Strength of Fortifications II,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,288,52,[],Boost
r289,Army Modernization,Army Modernization,Health of Fortifications II,Conquest Points,10,10,"[340000,670000,1000000,1700000,3000000,6000000,10000000,15000000,24000000,34000000]",95710000,289,53,[],Boost
r290,Army Modernization,Army Modernization,Scouts' Strength II,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,290,55,[],Boost
r291,Army Modernization,Army Modernization,Scouts' Health II,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,291,56,[],Boost
r292,Army Modernization,Army Modernization,Ranged Units' Strength III,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,292,58,[],Boost
r293,Army Modernization,Army Modernization,Mounted Units' Strength III,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,293,59,[],Boost
r294,Army Modernization,Army Modernization,Melee Units Strength III,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,294,60,[],Boost
r295,Army Modernization,Army Modernization,Ranged Units' Health III,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,295,62,[],Boost
r296,Army Modernization,Army Modernization,Mounted Units' Health III,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,296,63,[],Boost
r297,Army Modernization,Army Modernization,Melee Units Health III,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,297,64,[],Boost
r298,Army Modernization,Army Modernization,Flying Units' Strength III,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,298,66,[],Boost
r299,Army Modernization,Army Modernization,Flying Units' Health III,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,299,68,[],Boost
r300,Army Modernization,Army Modernization,Siege Engines' Strength III,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,300,70,[],Boost
r301,Army Modernization,Army Modernization,Siege Engines' Health III,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,301,72,[],Boost
r302,Army Modernization,Army Modernization,Strength of Fortifications III,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,302,74,[],Boost
r303,Army Modernization,Army Modernization,Health of Fortifications III,Conquest Points,10,10,"[3900000,7900000,12000000,20000000,36000000,70000000,120000000,180000000,280000000,390000000]",1119800000,303,76,[],Boost
r304,Army Modernization,Army Modernization,Scouts' Strength III,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,304,78,[],Boost
r305,Army Modernization,Army Modernization,Scouts' Health III,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,305,80,[],Boost
r306,Army Modernization,Army Modernization,Ranged Units' Strength IV,Conquest Points,10,10,"[50000000,100000000,150000000,250000000,450000000,870000000,1500000000,2200000000,3400000000,4700000000]",13670000000,306,82,[],Boost
